number|headword|en|ru|tk
911|休假|take leave; be on holiday|брать отпуск; находиться в отпуске|zähmet rugsadyna çykmak; dynç almak
912|需要|need; require|нуждаться; требоваться|mätäç bolmak; gerek bolmak
913|选|choose; select|выбирать; отбирать|saýlamak
914|选择|choose; choice|выбирать; выбор|saýlamak; saýlaw
915|学期|term; semester|семестр; учебное полугодие|okuw ýarymýyllygy; semestr
916|牙|tooth|зуб|diş
917|牙刷|toothbrush|зубная щётка|diş çotgasy
918|羊|sheep; goat|овца; коза|goýun; geçi
919|养|raise; bring up; keep an animal|растить; воспитывать; содержать животное|ulaltmak; terbiýelemek; mal saklamak
920|要求|request; require; requirement|требовать; просить; требование|talap etmek; haýyş etmek; talap
921|页|page|страница|sahypa
922|一定|certainly; surely; definite|обязательно; непременно; определённый|hökman; elbetde; belli
923|一共|altogether; in total|всего; в общей сложности|jemi; hemmesi bilelikde
924|一块儿|together|вместе|bile; bilelikde
925|一样|the same; alike|одинаковый; такой же|birmeňzeş; deň
926|以后|after; later; in the future|после; потом; в будущем|soň; soňra; geljekde
927|以前|before; previously|до; раньше; прежде|öň; ozal
928|以上|above; more than; the above-mentioned|выше; свыше; вышеупомянутый|ýokary; artyk; ýokarda agzalan
929|以外|outside; apart from; besides|за пределами; кроме; помимо|daşynda; ...-dan başga
930|以为|think; assume (often mistakenly)|считать; полагать (часто ошибочно)|öýtmek; çaklamak (köplenç ýalňyş)
931|以下|below; less than; the following|ниже; менее; нижеследующий|aşak; az; aşakda getirilen
932|一般|ordinary; general; usually|обычный; общий; обычно|adaty; umumy; adatça
933|一边|one side; while doing something|одна сторона; одновременно с действием|bir tarap; bir işi edýän wagtynda
934|一直|continuously; all along; straight ahead|всё время; постоянно; прямо|üznüksiz; hemişe; göni
935|音乐|music|музыка|saz; aýdym-saz
936|银行|bank|банк|bank
937|银行卡|bank card|банковская карта|bank karty
938|饮料|beverage; drink|напиток|içgi
939|应该|should; ought to|следует; должен|etmeli; gerek
940|影响|influence; affect; effect|влиять; влияние; воздействие|täsir etmek; täsir
941|用|use; with; need|использовать; с помощью; нуждаться|ulanmak; bilen; gerek bolmak
942|邮件|mail; email|почта; электронное письмо|poçta; elektron hat
943|游客|tourist; visitor|турист; посетитель|syýahatçy; gezelenç edýän adam
944|游戏|game; play games|игра; играть|oýun; oýnamak
945|邮箱|mailbox; email inbox|почтовый ящик; электронный почтовый ящик|poçta gutusy; elektron poçta gutusy
946|有关|be related to; concerning|иметь отношение к; связанный с|baglanyşykly bolmak; degişli
947|有名|famous; well-known|известный; знаменитый|meşhur; belli
948|有用|useful|полезный|peýdaly
949|又|again; also; both ... and ...|снова; ещё; и ... и ...|ýene; hem; hem ... hem ...
950|羽毛球|badminton; shuttlecock|бадминтон; волан|badminton; badminton topy
951|语言|language|язык|dil
952|雨衣|raincoat|дождевик; плащ от дождя|ýagyşlyk; ýagyş geçirmeýän eşik
953|遇到|meet; encounter|встретить; столкнуться с|duş gelmek; gabat gelmek
954|遇见|meet; come across|встретить; повстречаться|duş gelmek; gabatlaşmak
955|园|garden; park|сад; парк|bag; seýilgäh
956|员|member; suffix for a person doing a job|член; суффикс названия профессии или участника|agza; hünäri ýa-da gatnaşyjyny bildirýän goşulma
957|愿意|be willing; wish; want to|желать; быть готовым; хотеть|islemek; razy bolmak; höwesli bolmak
958|越|the more ... the more ...; exceed; cross|чем ... тем ...; превышать; пересекать|näçe ... şonça ...; aşmak; geçmek
959|月亮|moon|луна|aý
960|运动会|sports meeting; athletic meet|спортивные соревнования; спартакиада|sport ýaryşlary
961|运动员|athlete; sports player|спортсмен|türgen; sportsmen
962|咱们|we; us (including the person addressed)|мы (включая собеседника)|biz (diňleýjini hem goşmak bilen)
963|脏|dirty|грязный|hapa
964|怎么办|what to do; how to deal with it|что делать; как поступить|näme etmeli; nädip çözmeli
965|怎样|how; in what way|как; каким образом|nähili; nädip
966|站2|stand; stand up|стоять; вставать|durmak; dik durmak
967|张|classifier for flat objects; spread open|счётное слово для плоских предметов; раскрывать|tekiz zatlaryň san sözi; açmak
968|长|grow; develop; older; chief|расти; вырастать; старший; руководитель|ösmek; ulalmak; uly; ýolbaşçy
969|着急|be anxious; worry; be in a hurry|тревожиться; волноваться; торопиться|aladalanmak; howlukmak
970|照|shine; take a photograph; according to|светить; фотографировать; согласно|şöhle saçmak; surata düşürmek; ...-a görä
971|照顾|take care of; look after|заботиться; ухаживать|alada etmek; ideg etmek
972|照片|photograph|фотография|surat; fotosurat
973|照相|take a photograph|фотографировать|surata düşürmek
974|直到|until; right up to|до; вплоть до|...-a çenli
975|只|only; just|только; лишь|diňe; bary-ýogy
976|纸|paper|бумага|kagyz
977|只能|can only; have no choice but to|можно только; приходится|diňe ... edip bilmek; mejbur bolmak
978|只是|only; merely; but|только; всего лишь; однако|diňe; bary-ýogy; ýöne
979|只要|as long as; provided that|если только; лишь бы|eger; ... bolsa ýeterlik
980|只有|only have; only if|иметь только; только если|diňe bar bolmak; diňe ... bolsa
981|中|middle; centre; in; during|середина; центр; в; во время|orta; merkez; içinde; dowamynda
982|中间|middle; between|середина; между|orta; arasynda
983|终于|finally; at last|наконец; в конце концов|ahyry; ahyrsoňy
984|种|kind; type; seed|вид; сорт; семя|görnüş; sort; tohum
985|重要|important|важный|möhüm
986|周末|weekend|конец недели; выходные|dynç günleri; hepdäniň ahyry
987|主要|main; principal|главный; основной|esasy
988|注意|pay attention; take care|обращать внимание; быть внимательным|üns bermek; ünsli bolmak
989|住院|be in hospital; be hospitalised|лежать в больнице; госпитализироваться|hassahana ýerleşmek; hassahanada ýatmak
990|字典|character dictionary|словарь иероглифов|hytaý nyşanlarynyň sözlügi
991|自行车|bicycle|велосипед|welosiped
992|子|noun-forming suffix|суффикс существительных|at ýasaýjy goşulma
993|总|always; overall; total|всегда; общий; всего|hemişe; umumy; jemi
994|总是|always|всегда; постоянно|hemişe; elmydama
995|嘴|mouth; beak|рот; клюв|agyz; çüňk
996|最好|best; had better|лучший; лучше всего; лучше бы|iň gowy; gowusy
997|最后|last; final; finally|последний; в конце; наконец|soňky; ahyrky; ahyrynda
998|最近|recently; lately; nearest|недавно; в последнее время; ближайший|ýaňy-ýakynda; soňky wagtlarda; iň golaý
999|做客|be a guest; visit someone|быть в гостях; гостить|myhman bolmak; myhmançylyga barmak
1000|作业|homework; assignment|домашнее задание; учебная работа|öý işi; ýumuş
